Source,Target,Type,weight,year
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,topology,Directed,1,2014
Emulation and Simulation/Simulator,Routing,Directed,1,2014
Emulation and Simulation/Simulator,flow control,Directed,1,2014
Emulation and Simulation/Simulator,router design,Directed,1,2014
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,emerge technology,Directed,1,2014
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,architecture,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,emerge technology,Directed,1,2014
flow control,emerge technology,Directed,1,2014
flow control,topology,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,deadlock,Directed,1,2014
flow control,Emulation and Simulation/Simulator,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,topology,Directed,1,2014
topology,Routing,Directed,1,2014
topology,deadlock,Directed,1,2014
topology,Emulation and Simulation/Simulator,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,Routing,Directed,1,2014
topology,router design,Directed,1,2014
topology,Routing,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,emerge technology,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,emerge technology,Directed,1,2014
flow control,emerge technology,Directed,1,2014
flow control,Emulation and Simulation/Simulator,Directed,1,2014
topology,emerge technology,Directed,1,2014
topology,Emulation and Simulation/Simulator,Directed,1,2014
flow control,modeling,Directed,1,2014
topology,modeling,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,emerge technology,Directed,1,2014
flow control,topology,Directed,1,2014
topology,topology,Directed,1,2014
flow control,topology,Directed,1,2014
flow control,power consumption,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,topology,Directed,1,2014
topology,power consumption,Directed,1,2014
topology,emerge technology,Directed,1,2014
flow control,emerge technology,Directed,1,2014
topology,emerge technology,Directed,1,2014
power management,flow control,Directed,1,2016
power management,router design,Directed,1,2016
power management,emerge technology,Directed,1,2016
power management,emerge technology,Directed,1,2016
power management,emerge technology,Directed,1,2016
power management,Emulation and Simulation/Simulator,Directed,1,2016
power management,Link,Directed,1,2016
power management,deadlock,Directed,1,2016
power management,Design space Exploration,Directed,1,2016
power/thermal management,Routing,Directed,1,2014
power/thermal management,router design,Directed,1,2014
power/thermal management,Routing,Directed,1,2014
power/thermal management,multicast,Directed,1,2014
power/thermal management,Routing,Directed,1,2014
power/thermal management,Routing,Directed,1,2014
power/thermal management,NoC for memory,Directed,1,2014
power/thermal management,emerge technology,Directed,1,2014
power/thermal management,reconfiguration,Directed,1,2014
power/thermal management,emerge technology,Directed,1,2014
power/thermal management,Emulation and Simulation/Simulator,Directed,1,2014
power/thermal management,Emulation and Simulation/Simulator,Directed,1,2014
power/thermal management,router design,Directed,1,2014
power/thermal management,NoC for memory,Directed,1,2014
power/thermal management,flow control,Directed,1,2014
modeling,modeling,Directed,1,2014
modeling,power supply noise,Directed,1,2014
modeling,router design,Directed,1,2014
modeling,flow control,Directed,1,2014
modeling,modeling,Directed,1,2014
modeling,Reliability,Directed,1,2014
multicast,Routing,Directed,1,2014
multicast,router design,Directed,1,2014
multicast,emerge technology,Directed,1,2014
multicast,Routing,Directed,1,2014
multicast,emerge technology,Directed,1,2014
emerge technology,Design space Exploration,Directed,1,2016
emerge technology,Design space Exploration,Directed,1,2016
topology,Design space Exploration,Directed,1,2016
emerge technology,deadlock,Directed,1,2016
emerge technology,deadlock,Directed,1,2016
topology,deadlock,Directed,1,2016
emerge technology,topology,Directed,1,2016
emerge technology,NoC for memory,Directed,1,2016
emerge technology,topology,Directed,1,2016
emerge technology,NoC for memory,Directed,1,2016
topology,topology,Directed,1,2016
topology,NoC for memory,Directed,1,2016
emerging devices/transistors,emerge technology,Directed,1,2016
emerging devices/transistors,Reliability,Directed,1,2016
emerging devices/transistors,testing and diagnosis,Directed,1,2016
router design,emerge technology,Directed,1,2016
router design,Reliability,Directed,1,2016
router design,testing and diagnosis,Directed,1,2016
flow control,Routing,Directed,1,2014
Routing,Routing,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,deadlock,Directed,1,2014
Routing,flow control,Directed,1,2014
Routing,router design,Directed,1,2014
Routing,deadlock,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,deadlock,Directed,1,2014
flow control,NoC for manycore,Directed,1,2014
Routing,NoC for manycore,Directed,1,2014
flow control,NoC for manycore,Directed,1,2014
modeling,modeling,Directed,1,2014
modeling,modeling,Directed,1,2014
modeling,modeling,Directed,1,2014
modeling,traffic modeling,Directed,1,2014
reconfigurable,reconfiguration,Directed,1,2014
reconfigurable,NoC for FPGA,Directed,1,2014
Routing,reconfiguration,Directed,1,2014
Routing,NoC for FPGA,Directed,1,2014
deadlock,reconfiguration,Directed,1,2014
deadlock,NoC for FPGA,Directed,1,2014
reconfigurable,flow control,Directed,1,2014
reconfigurable,Routing,Directed,1,2014
reconfigurable,topology,Directed,1,2014
Routing,flow control,Directed,1,2014
Routing,Routing,Directed,1,2014
Routing,topology,Directed,1,2014
deadlock,flow control,Directed,1,2014
deadlock,Routing,Directed,1,2014
deadlock,topology,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,modeling,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,emerge technology,Directed,1,2014
flow control,topology,Directed,1,2014
power/thermal management,emerge technology,Directed,1,2014
power/thermal management,topology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,topology,Directed,1,2014
NoC for memory,emerge technology,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
NoC for memory,topology,Directed,1,2016
NoC for memory,Routing,Directed,1,2016
NoC for memory,deadlock,Directed,1,2016
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
power/thermal management,topology,Directed,1,2016
power/thermal management,Routing,Directed,1,2016
power/thermal management,deadlock,Directed,1,2016
power/thermal management,Emulation and Simulation/Simulator,Directed,1,2016
NoC for memory,router design,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
power/thermal management,router design,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
NoC for memory,topology,Directed,1,2016
power/thermal management,topology,Directed,1,2016
NoC for memory,topology,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
power/thermal management,topology,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
NoC for memory,emerge technology,Directed,1,2016
power/thermal management,emerge technology,Directed,1,2016
Design space Exploration,emerge technology,Directed,1,2018
Design space Exploration,emerge technology,Directed,1,2018
Design space Exploration,emerge technology,Directed,1,2018
Design space Exploration,Routing,Directed,1,2018
Design space Exploration,emerge technology,Directed,1,2018
mapping,power/thermal management,Directed,1,2014
mapping,emerge technology,Directed,1,2014
mapping,Link,Directed,1,2014
mapping,Reliability,Directed,1,2014
mapping,reconfiguration,Directed,1,2014
mapping,power consumption,Directed,1,2014
mapping,performance,Directed,1,2014
mapping,flow control,Directed,1,2014
mapping,router design,Directed,1,2014
mapping,Reliability,Directed,1,2014
mapping,Link,Directed,1,2014
mapping,Emulation and Simulation/Simulator,Directed,1,2014
mapping,NoC for manycore,Directed,1,2014
mapping,Emulation and Simulation/Simulator,Directed,1,2014
mapping,topology,Directed,1,2014
mapping,Routing,Directed,1,2014
mapping,flow control,Directed,1,2014
mapping,router design,Directed,1,2014
mapping,Reliability,Directed,1,2014
mapping,mapping,Directed,1,2014
mapping,Link,Directed,1,2014
mapping,power/thermal management,Directed,1,2014
mapping,reconfiguration,Directed,1,2014
mapping,Routing,Directed,1,2014
mapping,Reconfiguration,Directed,1,2014
mapping,router design,Directed,1,2014
mapping,router designs,Directed,1,2014
mapping,Reliability,Directed,1,2014
mapping,router design,Directed,1,2014
mapping,topology,Directed,1,2014
mapping,Reliability,Directed,1,2014
flow control,chip implementation,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,NoC for real-time systems,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,NI design,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
topology,reconfiguration,Directed,1,2014
topology,Routing,Directed,1,2014
topology,topology,Directed,1,2014
topology,NoC for manycore,Directed,1,2014
NoC for SiP,emerge technology,Directed,1,2014
Verification,Verification,Directed,1,2014
testing and diagnosis,modeling,Directed,1,2014
testing and diagnosis,router design,Directed,1,2014
testing and diagnosis,router design,Directed,1,2014
testing and diagnosis,router design,Directed,1,2014
testing and diagnosis,flow control,Directed,1,2014
testing and diagnosis,router design,Directed,1,2014
testing and diagnosis,testing and diagnosis,Directed,1,2014
testing and diagnosis,testing and diagnosis,Directed,1,2014
testing and diagnosis,topology,Directed,1,2014
testing and diagnosis,NoC for manycore,Directed,1,2014
testing and diagnosis,Reliability,Directed,1,2014
testing and diagnosis,Routing,Directed,1,2014
testing and diagnosis,router design,Directed,1,2014
testing and diagnosis,deadlock,Directed,1,2014
power/thermal management,emerge technology,Directed,1,2013
Reliability,fault tolerance,Directed,1,2013
Reliability,Emulation and Simulation/Simulator,Directed,1,2013
Reliability,NoC for memory,Directed,1,2013
NoC for memory,topology,Directed,1,2013
3D NoC,topology,Directed,1,2013
NoC for real-time (critical) systems,emerge technology,Directed,1,2014
NoC for real-time (critical) systems,Reliability,Directed,1,2014
NoC for real-time (critical) systems,testing and diagnosis,Directed,1,2014
NoC for real-time (critical) systems,Reliability,Directed,1,2014
NoC for real-time (critical) systems,Reliability,Directed,1,2014
NoC for real-time (critical) systems,Reliability,Directed,1,2014
NoC for real-time (critical) systems,flow control,Directed,1,2014
NoC for real-time (critical) systems,QoS,Directed,1,2014
router design,Emulation and Simulation/Simulator,Directed,1,2014
router design,Routing,Directed,1,2014
router design,router design,Directed,1,2014
router design,flow control,Directed,1,2014
router design,router design,Directed,1,2014
router design,flow control,Directed,1,2013
router design,router design,Directed,1,2013
router design,deadlock,Directed,1,2013
router design,flow control,Directed,1,2013
router design,deadlock,Directed,1,2013
router design,mapping,Directed,1,2013
router design,QoS,Directed,1,2013
router design,area,Directed,1,2013
router design,power consumption,Directed,1,2013
router design,topology,Directed,1,2013
router design,Routing,Directed,1,2013
router design,flow control,Directed,1,2013
router design,Reconfiguration,Directed,1,2013
router design,router design,Directed,1,2013
router design,Routing,Directed,1,2013
router design,power consumption,Directed,1,2013
router design,flow control,Directed,1,2013
router design,performance,Directed,1,2013
router design,modeling,Directed,1,2013
router design,router design,Directed,1,2013
router design,router design,Directed,1,2013
router design,throughput,Directed,1,2013
router design,distributed,Directed,1,2013
Routing,topology,Directed,1,2013
Routing,Routing,Directed,1,2013
Routing,deadlock,Directed,1,2013
3D NoC,topology,Directed,1,2013
3D NoC,Routing,Directed,1,2013
3D NoC,deadlock,Directed,1,2013
